figi,ticker,name,cost,yield,value,currency,balance,instrument,value_RUB,value_EUR,value_USD
BBG000BKWSR6,HBAN,Huntington Bancshares,12.75,-0.05,12.7,USD,1.0,stock,931.5132499999999,10.370889000222666,12.7
